TRIP_ID,VENDOR_ID,PICKUP_DATETIME,DROPOFF_DATETIME,PASSENGER_COUNT,TRIP_DISTANCE,PU_LOCATION_ID,DO_LOCATION_ID,RATE_CODE_ID,STORE_AND_FWD_FLAG,PAYMENT_TYPE,FARE_AMOUNT,SURCHARGE,TOLLS_AMOUNT,TIP_AMOUNT,TOTAL_AMOUNT
2007411,4,2019-05-02 09:10:00,2019-05-02 09:47:00,2,14.06,45,243,1,N,2,56.15,2.5,5.76,0.0,72.83
2007412,2,2019-05-02 21:06:00,2019-05-02 21:26:00,1,14.4,113,87,1,Y,2,48.5,0.3,0,0.0,57.53
2007413,1,2019-05-02 22:48:00,2019-05-02 23:15:00,1,11.13,79,246,1,Y,1,43.83,0.5,0,10.96,55.29
2007414,1,2019-05-02 08:47:00,2019-05-02 09:27:00,4,2.78,68,243,1,Y,1,29.45,2.5,0,7.36,39.31
2007415,4,2019-05-02 06:03:00,2019-05-02 06:13:00,3,14.46,4,244,2,Y,2,52.0,0.5,11.75,0.0,74.65
2007416,4,2019-05-02 21:54:00,2019-05-02 22:22:00,2,12.61,244,186,1,Y,2,48.02,2.5,8.5,0.0,69.58
2007417,3,2019-05-02 07:06:00,2019-05-02 07:44:00,1,1.41,263,87,3,Y,2,37.53,0.3,0,0.0,43.46
2007418,1,2019-05-02 09:27:00,2019-05-02 09:45:00,3,2.64,224,114,1,N,1,18.1,0.3,15.0,3.98,37.38
2007419,2,2019-05-02 16:13:00,2019-05-02 16:20:00,1,10.9,75,68,1,Y,1,33.25,2.5,0,0.0,35.75
2007420,2,2019-05-02 18:49:00,2019-05-02 19:20:00,4,12.98,151,166,1,N,1,50.45,0.3,0,7.57,58.32
2007421,1,2019-05-02 17:43:00,2019-05-02 18:11:00,4,14.38,140,125,1,N,2,52.45,0.5,0,0.0,62.39
2007422,4,2019-05-02 10:27:00,2019-05-02 10:37:00,1,9.71,107,12,1,Y,1,31.78,2.5,11.75,4.77,50.8
2007423,2,2019-05-02 16:41:00,2019-05-02 17:20:00,2,14.88,263,138,1,Y,1,59.2,0.3,0,14.8,74.3
2007424,2,2019-05-02 13:15:00,2019-05-02 13:28:00,1,5.06,244,261,2,Y,1,52.0,1.0,0,10.4,63.4
2007425,3,2019-05-02 18:26:00,2019-05-02 19:06:00,1,0.81,162,140,1,Y,1,24.52,2.5,0,3.68,30.7
2007426,1,2019-05-02 20:46:00,2019-05-02 21:23:00,1,2.28,144,75,1,Y,2,26.7,0.5,11.75,0.0,44.82
2007427,1,2019-05-02 21:31:00,2019-05-02 21:37:00,1,13.19,114,138,2,Y,1,52.0,0.5,0,0.0,52.5
2007428,3,2019-05-02 15:02:00,2019-05-02 15:36:00,1,7.18,209,209,5,Y,1,37.45,0.5,0,8.24,46.19
2007429,2,2019-05-02 08:18:00,2019-05-02 08:27:00,1,3.89,246,237,1,N,1,16.73,0.5,0,0.0,17.23
2007430,2,2019-05-02 08:47:00,2019-05-02 09:00:00,6,0.6,170,158,1,N,1,10.5,1.0,11.75,0.0,23.25
2007431,1,2019-05-02 15:27:00,2019-05-02 16:05:00,1,2.15,166,75,1,Y,1,26.88,2.5,0,4.03,33.41
2007432,1,2019-05-02 14:19:00,2019-05-02 14:54:00,3,4.39,237,163,1,Y,1,30.98,0.5,0,5.58,37.06
2007433,1,2019-05-02 17:16:00,2019-05-02 17:27:00,1,4.98,162,127,1,Y,1,20.45,0.3,0,4.09,24.84
2007434,4,2019-05-02 08:13:00,2019-05-02 08:58:00,3,1.9,87,43,1,Y,2,29.75,2.5,0,0.0,36.71
2007435,1,2019-05-02 23:52:00,2019-05-03 00:14:00,1,6.29,42,143,1,N,2,29.23,2.5,0,0.0,36.99
2007436,1,2019-05-02 17:46:00,2019-05-02 18:07:00,5,14.57,166,249,1,Y,2,49.42,1.0,8.5,0.0,58.92
2007437,2,2019-05-02 08:34:00,2019-05-02 08:43:00,2,9.94,164,45,1,Y,1,31.85,0.5,0,0.0,32.35
2007438,2,2019-05-02 00:30:00,2019-05-02 00:56:00,1,13.65,48,244,2,Y,1,52.0,1.0,0,9.36,62.36
2007439,2,2019-05-02 19:00:00,2019-05-02 19:42:00,1,14.14,13,125,1,Y,1,58.85,2.5,15.0,14.71,91.06
2007440,3,2019-05-02 13:08:00,2019-05-02 13:30:00,3,11.66,42,148,1,N,2,42.65,0.3,0,0.0,53.61
2007441,2,2019-05-02 08:31:00,2019-05-02 09:13:00,1,14.34,125,163,1,Y,1,59.35,1.0,0,0.0,60.35
2007442,2,2019-05-02 08:09:00,2019-05-02 08:49:00,1,5.62,166,100,1,Y,1,36.55,0.5,0,7.31,44.36
2007443,1,2019-05-02 21:40:00,2019-05-02 21:58:00,1,11.64,75,151,1,N,2,40.6,2.5,11.75,0.0,65.0
2007444,1,2019-05-02 16:41:00,2019-05-02 17:06:00,4,9.31,41,24,1,Y,2,38.28,0.3,0,0.0,48.15
2007445,3,2019-05-02 13:36:00,2019-05-02 14:07:00,2,2.78,152,186,1,Y,1,24.95,0.3,5.76,4.99,36.0
2007446,2,2019-05-02 09:09:00,2019-05-02 09:19:00,1,10.63,140,244,1,Y,1,34.08,1.0,0,7.5,42.58
2007447,1,2019-05-02 12:56:00,2019-05-02 13:02:00,1,8.84,166,12,1,Y,1,27.6,1.0,0,6.07,34.67
2007448,4,2019-05-02 21:44:00,2019-05-02 22:25:00,1,8.01,140,161,6,Y,1,43.02,1.0,8.5,0.0,52.52
2007449,1,2019-05-02 17:40:00,2019-05-02 17:47:00,2,1.18,264,41,1,N,1,8.95,2.5,6.12,1.34,18.91
2007450,1,2019-05-02 22:59:00,2019-05-02 23:43:00,1,7.63,68,263,1,Y,2,43.58,1.0,0,0.0,52.42
2007451,2,2019-05-02 18:11:00,2019-05-02 18:24:00,1,10.99,234,249,1,N,1,36.48,1.0,11.75,0.0,49.23
2007452,2,2019-05-02 13:16:00,2019-05-02 13:23:00,2,7.28,164,107,1,Y,1,24.2,0.5,0,0.0,24.7
2007453,2,2019-05-02 17:45:00,2019-05-02 17:54:00,1,3.07,246,148,2,Y,4,52.0,2.5,0,0.0,54.5
2007454,1,2019-05-02 17:04:00,2019-05-02 17:49:00,1,6.1,48,209,1,Y,2,40.25,0.5,0,0.0,46.79
2007455,2,2019-05-02 00:37:00,2019-05-02 01:12:00,1,3.59,166,68,1,Y,2,28.98,0.5,8.5,0.0,43.78
2007456,2,2019-05-02 16:33:00,2019-05-02 16:39:00,1,7.23,41,42,1,Y,2,23.58,2.5,0,0.0,30.8
2007457,2,2019-05-02 13:07:00,2019-05-02 13:26:00,1,13.53,230,140,1,N,1,45.82,0.5,11.75,10.08,68.15
2007458,1,2019-05-02 16:16:00,2019-05-02 16:59:00,2,12.35,143,24,1,Y,4,54.88,0.3,11.75,10.98,77.91
2007459,2,2019-05-02 07:25:00,2019-05-02 07:42:00,5,11.19,162,261,4,Y,1,38.97,0.3,0,0.0,39.27
2007460,4,2019-05-02 12:55:00,2019-05-02 13:23:00,1,10.16,45,90,1,N,1,41.9,0.5,6.12,9.22,57.74
2007461,4,2019-05-02 19:53:00,2019-05-02 20:17:00,2,14.2,249,162,1,Y,1,50.0,1.0,8.5,0.0,59.5
2007462,2,2019-05-02 00:13:00,2019-05-02 00:38:00,1,14.3,264,100,1,N,2,50.75,1.0,0,0.0,60.88
2007463,1,2019-05-02 00:49:00,2019-05-02 01:30:00,1,8.61,45,113,1,N,1,44.52,2.5,6.12,0.0,53.14
2007464,3,2019-05-02 16:35:00,2019-05-02 16:46:00,1,0.85,229,249,1,N,1,10.12,1.0,0,1.82,12.94
2007465,1,2019-05-02 17:37:00,2019-05-02 17:46:00,1,4.35,7,36,1,Y,2,17.88,0.3,0,0.0,20.86
2007466,4,2019-05-02 09:43:00,2019-05-02 09:51:00,1,10.28,224,148,1,Y,2,32.2,0.3,15.0,0.0,55.55
2007467,1,2019-05-02 12:31:00,2019-05-02 13:08:00,1,10.2,142,151,1,Y,2,46.5,2.5,0,0.0,55.97
2007468,2,2019-05-02 10:10:00,2019-05-02 10:50:00,1,13.24,43,264,1,Y,1,55.6,0.5,11.75,13.9,81.75
2007469,1,2019-05-02 18:15:00,2019-05-02 18:22:00,1,5.48,261,4,1,Y,1,19.7,2.5,0,4.92,27.12
2007470,1,2019-05-02 16:15:00,2019-05-02 16:19:00,1,13.97,88,244,1,Y,1,39.43,1.0,5.76,0.0,46.19
2007471,4,2019-05-03 05:38:00,2019-05-03 05:46:00,1,1.78,236,224,1,Y,1,10.95,0.3,0,1.97,13.22
2007472,1,2019-05-03 13:11:00,2019-05-03 13:19:00,3,1.02,113,127,1,N,1,9.05,1.0,0,1.81,11.86
2007473,2,2019-05-03 07:03:00,2019-05-03 07:45:00,1,12.91,237,163,1,N,1,55.77,2.5,0,11.15,69.42
2007474,2,2019-05-03 10:30:00,2019-05-03 11:07:00,1,1.08,152,162,1,Y,1,23.7,0.3,0,4.74,28.74
2007475,3,2019-05-03 18:43:00,2019-05-03 18:55:00,1,11.05,249,75,1,Y,1,36.12,0.5,15.0,9.03,60.65
2007476,1,2019-05-03 19:14:00,2019-05-03 19:53:00,2,14.37,166,125,2,N,1,52.0,1.0,0,0.0,53.0
2007477,4,2019-05-03 14:50:00,2019-05-03 15:03:00,2,14.17,236,7,1,Y,1,44.42,0.5,0,8.0,52.92
2007478,4,2019-05-03 14:22:00,2019-05-03 14:40:00,1,9.06,164,237,1,Y,2,34.15,0.3,5.76,0.0,45.33
2007479,2,2019-05-03 07:14:00,2019-05-03 07:44:00,1,11.46,236,74,1,Y,2,46.15,2.5,5.76,0.0,54.41
2007480,4,2019-05-03 05:30:00,2019-05-03 06:02:00,1,14.3,138,74,1,Y,2,54.25,0.5,15.0,0.0,69.75
2007481,1,2019-05-03 16:38:00,2019-05-03 17:08:00,3,2.63,142,261,1,Y,1,24.07,0.5,5.76,0.0,30.33
2007482,1,2019-05-03 09:32:00,2019-05-03 09:48:00,1,12.65,246,41,1,Y,2,42.12,2.5,0,0.0,53.89
2007483,1,2019-05-03 18:17:00,2019-05-03 18:57:00,2,5.01,249,230,1,Y,2,35.02,1.0,8.5,0.0,44.52
2007484,2,2019-05-03 16:50:00,2019-05-03 17:10:00,1,1.28,45,244,5,Y,1,15.7,0.5,0,3.45,19.65
2007485,1,2019-05-03 19:12:00,2019-05-03 19:15:00,1,12.02,263,161,1,Y,1,34.05,0.5,11.75,6.13,52.43
2007486,1,2019-05-03 09:50:00,2019-05-03 10:04:00,3,12.29,12,90,2,Y,1,52.0,0.5,0,9.36,61.86
2007487,2,2019-05-03 08:46:00,2019-05-03 09:23:00,1,11.85,87,263,1,Y,2,50.62,1.0,0,0.0,60.73
2007488,2,2019-05-03 14:34:00,2019-05-03 15:08:00,4,8.65,128,12,1,Y,1,41.12,1.0,8.5,9.05,59.67
2007489,1,2019-05-03 13:39:00,2019-05-03 13:54:00,1,3.36,148,170,1,N,1,18.4,0.3,5.76,4.6,29.06
2007490,2,2019-05-03 14:44:00,2019-05-03 15:13:00,1,3.88,36,166,1,N,1,26.7,0.5,15.0,0.0,42.2
2007491,1,2019-05-03 21:42:00,2019-05-03 22:15:00,1,4.1,230,48,1,N,1,29.25,1.0,0,0.0,30.25
2007492,2,2019-05-03 21:19:00,2019-05-03 21:22:00,2,5.49,148,163,1,Y,1,17.73,2.5,0,2.66,22.89
2007493,1,2019-05-03 21:38:00,2019-05-03 21:41:00,1,5.58,152,224,1,Y,2,17.95,0.5,0,0.0,22.94
2007494,2,2019-05-03 15:22:00,2019-05-03 15:34:00,1,4.31,246,141,1,Y,1,19.27,1.0,0,3.47,23.74
2007495,4,2019-05-03 20:47:00,2019-05-03 21:04:00,1,7.3,236,42,1,Y,1,29.25,1.0,8.5,0.0,38.75
2007496,3,2019-05-03 20:14:00,2019-05-03 20:42:00,2,12.31,68,244,1,Y,1,47.28,0.3,0,7.09,54.67
2007497,1,2019-05-03 09:31:00,2019-05-03 10:01:00,1,1.48,79,151,1,Y,1,21.2,2.5,0,0.0,23.7
2007498,1,2019-05-03 13:40:00,2019-05-03 13:53:00,1,13.69,127,239,1,Y,2,43.23,1.0,0,0.0,53.74
2007499,2,2019-05-03 19:17:00,2019-05-03 19:49:00,1,0.87,48,13,5,Y,1,20.68,2.5,0,4.14,27.32
2007500,1,2019-05-03 14:15:00,2019-05-03 14:25:00,3,4.62,237,100,1,Y,1,19.05,0.5,0,4.76,24.31
2007501,1,2019-05-03 10:31:00,2019-05-03 10:59:00,1,6.0,166,140,1,N,1,31.5,2.5,0,6.3,40.3
2007502,2,2019-05-03 16:15:00,2019-05-03 16:22:00,1,4.12,209,140,1,Y,1,16.3,1.0,0,3.26,20.56
2007503,2,2019-05-03 19:55:00,2019-05-03 20:28:00,3,3.18,100,79,1,Y,1,26.95,0.5,0,4.04,31.49
2007504,1,2019-05-03 07:13:00,2019-05-03 07:44:00,1,11.19,41,243,1,N,1,45.97,0.3,0,10.11,56.38
2007505,2,2019-05-03 15:11:00,2019-05-03 15:37:00,6,13.52,45,75,1,Y,1,49.3,0.3,0,9.86,59.46
2007506,3,2019-05-03 11:12:00,2019-05-03 11:45:00,1,13.88,100,141,2,Y,2,52.0,2.5,0,0.0,54.5
2007507,4,2019-05-03 15:49:00,2019-05-03 16:28:00,1,5.59,246,249,1,Y,1,35.98,0.3,0,7.2,43.48
2007508,4,2019-05-03 08:13:00,2019-05-03 08:27:00,2,1.45,12,239,1,N,1,13.12,2.5,5.76,0.0,21.38
2007509,1,2019-05-03 07:18:00,2019-05-03 07:21:00,1,6.14,209,164,3,Y,2,29.03,1.0,0,0.0,35.84
2007510,3,2019-05-03 14:57:00,2019-05-03 15:38:00,1,6.54,107,249,1,Y,2,39.35,0.3,0,0.0,45.55
2007511,3,2019-05-03 10:44:00,2019-05-03 11:14:00,2,11.14,13,140,2,Y,1,52.0,0.3,6.12,9.36,67.78
2007512,2,2019-05-03 15:39:00,2019-05-03 16:18:00,1,10.01,148,186,1,Y,1,47.02,1.0,11.75,8.46,68.23
2007513,2,2019-05-03 14:29:00,2019-05-03 15:11:00,1,14.25,90,243,1,N,2,59.12,1.0,0,0.0,60.12
2007514,3,2019-05-03 22:45:00,2019-05-03 23:17:00,1,12.8,244,148,1,N,1,50.5,2.5,0,9.09,62.09
2007515,4,2019-05-03 11:34:00,2019-05-03 12:18:00,1,1.42,152,170,5,Y,1,28.05,0.5,11.75,5.05,45.35
2007516,2,2019-05-03 17:12:00,2019-05-03 17:49:00,2,10.0,230,163,2,N,1,52.0,0.3,0,13.0,65.3
2007517,1,2019-05-03 00:24:00,2019-05-03 01:08:00,5,4.1,244,138,1,N,1,34.75,0.3,0,6.25,41.3
2007518,1,2019-05-03 09:50:00,2019-05-03 09:56:00,1,14.93,87,113,1,Y,1,42.83,0.3,5.76,7.71,56.6
2007519,1,2019-05-03 18:30:00,2019-05-03 18:51:00,2,12.64,229,48,1,Y,2,44.6,0.3,0,0.0,51.59
2007520,4,2019-05-03 17:44:00,2019-05-03 17:57:00,1,11.23,113,74,1,Y,2,37.08,2.5,15.0,0.0,63.85
2007521,1,2019-05-03 07:08:00,2019-05-03 07:32:00,1,12.13,264,264,1,Y,2,44.83,1.0,0,0.0,55.69
2007522,2,2019-05-03 00:30:00,2019-05-03 01:11:00,1,14.69,246,142,1,Y,1,59.73,0.5,0,14.93,75.16
2007523,2,2019-05-03 13:27:00,2019-05-03 13:49:00,1,1.89,231,24,1,Y,1,18.23,0.3,0,3.28,21.81
2007524,1,2019-05-03 00:00:00,2019-05-03 00:15:00,1,1.79,141,107,5,N,1,14.47,1.0,0,0.0,15.47
2007525,1,2019-05-03 09:29:00,2019-05-03 09:51:00,1,12.24,45,239,1,Y,2,44.1,1.0,0,0.0,51.72
2007526,2,2019-05-03 11:08:00,2019-05-03 11:23:00,1,2.3,79,141,1,N,1,15.75,0.3,5.76,2.83,24.64
2007527,3,2019-05-03 14:43:00,2019-05-03 15:01:00,1,4.98,45,263,4,N,1,23.95,1.0,0,3.59,28.54
2007528,4,2019-05-03 07:37:00,2019-05-03 07:40:00,3,14.19,140,41,2,Y,1,52.0,0.5,0,0.0,52.5
2007529,1,2019-05-03 00:26:00,2019-05-03 00:54:00,1,14.22,114,170,6,N,4,52.05,0.5,0,0.0,52.55
2007530,2,2019-05-03 06:36:00,2019-05-03 06:50:00,6,5.15,74,142,1,N,2,22.38,1.0,0,0.0,28.97
2007531,2,2019-05-04 16:08:00,2019-05-04 16:38:00,1,13.92,90,12,6,Y,1,52.3,1.0,0,7.84,61.14
2007532,3,2019-05-04 19:31:00,2019-05-04 19:55:00,2,7.43,230,90,1,Y,1,33.08,2.5,0,0.0,35.58
2007533,3,2019-05-04 17:07:00,2019-05-04 17:50:00,4,9.75,244,224,1,Y,1,48.38,0.3,0,8.71,57.39
2007534,2,2019-05-04 05:32:00,2019-05-04 06:14:00,2,5.92,237,24,1,Y,1,38.3,2.5,0,0.0,40.8
2007535,2,2019-05-04 17:59:00,2019-05-04 18:19:00,1,3.33,243,4,1,Y,2,20.82,0.5,0,0.0,21.32
2007536,3,2019-05-04 10:12:00,2019-05-04 10:25:00,3,10.08,43,186,1,Y,1,34.2,2.5,0,5.13,41.83
2007537,1,2019-05-04 10:10:00,2019-05-04 10:52:00,1,9.72,148,140,1,Y,1,47.8,0.3,0,0.0,48.1
2007538,2,2019-05-04 15:05:00,2019-05-04 15:38:00,1,10.5,100,114,1,N,2,45.25,2.5,0,0.0,54.54
2007539,1,2019-05-04 07:32:00,2019-05-04 08:17:00,1,13.17,246,24,1,Y,1,57.92,0.3,0,14.48,72.7
2007540,4,2019-05-04 06:28:00,2019-05-04 07:01:00,1,14.6,148,244,1,Y,1,55.5,0.3,0,9.99,65.79
2007541,2,2019-05-04 16:24:00,2019-05-04 16:51:00,1,9.46,100,246,1,Y,1,39.65,0.5,6.12,5.95,52.22
2007542,1,2019-05-04 15:44:00,2019-05-04 16:28:00,1,14.78,4,79,1,N,1,61.45,2.5,0,0.0,63.95
2007543,1,2019-05-04 12:50:00,2019-05-04 12:55:00,1,6.49,90,161,2,Y,1,52.0,1.0,15.0,0.0,68.0
2007544,2,2019-05-04 08:37:00,2019-05-04 08:50:00,1,4.54,113,151,5,Y,1,20.35,0.3,0,3.05,23.7
2007545,2,2019-05-04 08:10:00,2019-05-04 08:21:00,3,7.74,42,114,1,Y,2,27.35,0.5,5.76,0.0,39.08
2007546,1,2019-05-04 09:33:00,2019-05-04 10:00:00,3,2.29,12,114,1,Y,1,21.73,2.5,0,3.26,27.49
2007547,2,2019-05-04 22:21:00,2019-05-04 22:31:00,1,11.42,13,24,1,Y,2,36.05,0.3,0,0.0,45.36
2007548,2,2019-05-04 12:47:00,2019-05-04 13:11:00,2,3.68,162,161,1,Y,2,23.7,2.5,6.12,0.0,37.53
2007549,2,2019-05-04 11:16:00,2019-05-04 11:28:00,3,1.83,236,127,1,Y,2,13.07,0.3,0,0.0,13.37
2007550,2,2019-05-04 20:25:00,2019-05-04 20:50:00,1,11.74,236,88,1,N,1,44.35,2.5,8.5,8.87,64.22
2007551,4,2019-05-04 07:05:00,2019-05-04 07:23:00,1,13.04,113,7,4,Y,1,44.1,2.5,5.76,6.62,58.98
