TRIP_ID,VENDOR_ID,PICKUP_DATETIME,DROPOFF_DATETIME,PASSENGER_COUNT,TRIP_DISTANCE,PU_LOCATION_ID,DO_LOCATION_ID,RATE_CODE_ID,STORE_AND_FWD_FLAG,PAYMENT_TYPE,FARE_AMOUNT,SURCHARGE,TOLLS_AMOUNT,TIP_AMOUNT,TOTAL_AMOUNT
2006195,2,2019-04-13 16:44:00,2019-04-13 17:05:00,2,4.53,144,162,1,Y,1,24.33,2.5,11.75,0.0,38.58
2005940,2,2019-04-09 15:53:00,2019-04-09 16:09:00,1,9.66,142,261,1,Y,1,34.65,2.5,11.75,0.0,48.9
2006846,1,2019-04-23 08:17:00,2019-04-23 08:28:00,1,12.3,143,230,1,Y,1,38.75,2.5,5.76,6.97,53.98
2006797,1,2019-04-22 18:12:00,2019-04-22 18:42:00,1,4.46,163,13,5,N,1,28.65,1.0,0,5.16,34.81
2007039,2,2019-04-26 17:12:00,2019-04-26 17:49:00,1,10.46,12,90,1,Y,2,47.15,0.5,0,0.0,57.08
2005626,1,2019-04-04 16:02:00,2019-04-04 16:31:00,3,4.4,1,107,4,Y,2,28.0,0.3,0,0.0,35.3
2005537,3,2019-04-03 20:02:00,2019-04-03 20:17:00,1,8.43,236,148,1,N,1,31.07,0.3,0,4.66,36.03
2006209,1,2019-04-13 09:00:00,2019-04-13 09:41:00,1,5.59,237,234,1,Y,1,36.98,0.3,6.12,6.66,50.06
2005743,4,2019-04-06 13:47:00,2019-04-06 14:07:00,1,12.8,264,209,1,N,1,44.5,0.5,15.0,11.12,71.12
2006991,1,2019-04-25 07:40:00,2019-04-25 08:04:00,3,9.56,244,127,1,N,2,38.4,0.3,0,0.0,38.7
2006908,2,2026-12-31 06:43:00,2026-12-31 07:12:00,1,4.58,239,45,1,Y,1,28.45,2.5,0,5.69,36.64
2007294,1,2019-04-30 15:48:00,2019-04-30 16:33:00,1,6.42,113,138,1,Y,1,41.05,1.0,0,8.21,50.26
2005730,1,2019-04-06 17:42:00,2019-04-06 18:19:00,1,14.3,127,249,1,Y,1,56.75,1.0,11.75,11.35,80.85
2005912,4,2019-04-08 09:07:00,2019-04-08 09:12:00,1,5.65,141,87,1,Y,2,19.12,0.5,0,0.0,23.83
2006313,1,2019-04-15 10:19:00,2019-04-15 10:52:00,4,3.14,162,161,1,Y,2,26.85,1.0,0,0.0,31.88
2006888,1,2019-04-23 08:29:00,2019-04-23 08:39:00,1,12.85,125,166,1,Y,3,39.62,0.5,0,8.72,48.84
2005751,2,2019-04-06 22:23:00,2019-04-06 22:58:00,2,4.0,209,230,1,Y,1,30.0,1.0,0,7.5,38.5
2006693,2,2019-04-20 19:44:00,2019-04-20 20:09:00,1,1.78,229,148,1,N,1,19.45,0.3,0,4.86,24.61
2006081,2,2019-04-11 12:40:00,2019-04-11 12:53:00,1,8.45,75,162,1,N,1,30.12,0.3,0,4.52,34.94
2005828,1,2019-04-07 18:16:00,2019-04-07 18:57:00,1,14.97,90,90,3,Y,1,90.64,0.3,6.12,0.0,97.06
2005615,3,2019-04-04 15:32:00,2019-04-04 16:03:00,1,6.25,48,243,3,N,2,50.43,0.3,0,0.0,59.81
2006000,4,2019-04-10 14:37:00,2019-04-10 15:00:00,1,9.4,68,41,1,Y,1,37.5,2.5,0,0.0,40.0
2006537,2,2019-04-18 23:40:00,2019-04-19 00:08:00,1,12.29,243,113,1,Y,1,47.22,0.3,0,11.8,59.32
2005807,1,2019-04-07 21:38:00,2019-04-07 22:01:00,1,0.64,164,13,1,Y,1,15.6,0.3,0,2.34,18.24
2005734,2,2019-04-06 05:31:00,2019-04-06 05:59:00,2,0.81,100,43,1,Y,1,18.52,2.5,0,4.07,25.09
2005566,1,2019-04-03 17:47:00,2019-04-03 18:10:00,0,8.26,143,164,1,Y,1,34.65,1.0,8.5,5.2,49.35
2006754,3,2019-04-21 13:44:00,2019-04-21 14:05:00,1,1.26,13,164,1,Y,1,16.15,2.5,0,2.91,21.56
2006390,4,2019-04-16 15:08:00,2019-04-16 15:46:00,1,14.58,13,158,1,Y,1,57.95,0.5,0,0.0,58.45
2007314,2,2019-04-30 18:01:00,2019-04-30 18:05:00,4,2.29,141,243,1,Y,2,10.22,0.3,6.12,0.0,19.2
2005573,2,2019-04-03 21:22:00,2019-04-03 21:55:00,1,13.03,224,239,1,N,1,51.57,0.3,8.5,12.89,73.26
2007181,2,2019-04-28 16:29:00,2019-04-28 16:58:00,1,11.81,236,127,1,Y,1,46.53,1.0,0,8.38,55.91
2007247,4,2019-04-29 23:17:00,2019-04-29 23:50:00,1,14.86,4,42,1,N,1,56.15,2.5,0,12.35,71.0
2005491,1,2019-04-02 17:36:00,2019-04-02 18:21:00,2,14.9,237,246,1,Y,1,62.25,2.5,0,11.21,75.96
2006318,1,2019-04-15 22:14:00,2019-04-15 22:28:00,3,2.54,243,186,1,N,1,15.85,0.3,15.0,2.38,33.53
2005989,1,2019-04-10 06:09:00,2019-04-10 06:15:00,2,1.76,128,231,1,Y,1,9.9,0.5,0,0.0,10.4
2006328,1,2019-04-15 03:20:00,2019-04-15 03:26:00,4,0.57,36,50,1,Y,2,6.92,1.0,0,0.0,7.92
2007177,3,2019-04-28 18:46:00,2019-04-28 19:12:00,2,7.85,43,144,1,Y,1,35.12,0.5,0,0.0,35.62
2006203,2,2019-04-13 19:40:00,2019-04-13 20:03:00,2,6.39,41,243,3,Y,1,44.97,1.0,0,6.75,52.72
2006366,1,2019-04-15 22:11:00,2019-04-15 22:24:00,1,9.02,113,68,1,Y,2,31.55,2.5,8.5,0.0,48.86
2005623,4,2019-04-04 08:23:00,2019-04-04 09:03:00,3,5.33,114,152,4,Y,2,35.83,0.3,0,0.0,42.58
2007234,1,2019-04-29 13:22:00,2019-04-29 14:03:00,2,3.68,140,48,1,Y,1,32.2,2.5,0,8.05,42.75
2006162,1,2019-04-12 19:22:00,2019-04-12 19:44:00,1,8.31,244,141,4,N,1,34.28,2.5,8.5,6.17,51.45
2005916,2,2019-04-08 15:21:00,2019-04-08 15:56:00,1,11.45,148,90,6,Y,1,0.0,0.3,0,8.75,0.0
2006559,4,2019-04-18 15:08:00,2019-04-18 15:16:00,1,12.14,229,236,1,Y,2,36.85,2.5,11.75,0.0,57.73
2007011,1,2019-04-25 23:57:00,2019-04-26 00:01:00,1,13.66,45,163,1,Y,1,38.65,0.5,0,5.8,44.95
2005627,2,2019-04-04 08:06:00,2019-04-04 08:19:00,1,8.67,141,125,1,Y,1,30.68,2.5,6.12,7.67,46.97
2006813,1,2019-04-22 13:12:00,2019-04-22 13:30:00,1,8.3,127,166,1,Y,1,32.25,1.0,0,0.0,33.25
2006589,3,2019-04-19 10:31:00,2019-04-19 10:36:00,5,2.25,229,140,1,N,1,10.62,0.5,0,2.65,13.77
2005967,1,2019-04-09 22:06:00,2019-04-09 22:18:00,1,0.6,209,141,1,N,1,10.0,1.0,11.75,0.0,22.75
2006885,4,2019-04-23 18:26:00,2019-04-23 18:57:00,6,11.99,230,264,1,Y,1,47.98,1.0,0,11.99,60.97
2005899,2,2019-04-08 14:17:00,2019-04-08 14:36:00,1,1.1,162,24,1,Y,1,14.75,1.0,0,3.69,19.44
2007175,4,2019-04-28 22:17:00,2019-04-28 22:27:00,1,8.36,164,128,1,Y,2,28.4,2.5,0,0.0,36.58
2007098,2,2019-04-27 13:06:00,2019-04-27 13:47:00,2,14.1,263,125,1,Y,2,58.25,2.5,0,0.0,72.4
2006777,3,2019-04-22 10:02:00,2019-04-22 10:46:00,1,13.73,261,170,1,Y,1,58.83,1.0,0,8.82,68.65
2005557,1,2019-04-03 13:20:00,2019-04-03 13:51:00,1,11.13,152,148,1,N,1,45.83,0.3,0,8.25,54.38
2005882,1,2019-04-08 18:09:00,2019-04-08 18:47:00,1,9.91,113,236,1,Y,1,46.27,0.3,0,10.18,56.75
2005594,1,2019-04-03 08:08:00,2019-04-03 08:50:00,1,1.81,50,142,1,Y,1,28.02,0.3,6.12,5.6,40.04
2005849,2,2019-04-07 20:16:00,2019-04-07 20:38:00,1,8.42,246,243,4,Y,2,34.55,2.5,0,0.0,45.69
2007016,2,2019-04-25 12:27:00,2019-04-25 12:50:00,1,6.8,45,243,1,Y,1,31.0,2.5,15.0,5.58,54.08
2006295,2,2019-04-14 17:51:00,2019-04-14 18:04:00,1,7.14,127,246,1,Y,1,26.85,1.0,0,0.0,27.85
2006594,2,2019-04-19 10:46:00,2019-04-19 10:50:00,2,2.68,75,143,1,Y,1,11.2,1.0,8.5,2.46,23.16
2006753,1,2019-04-21 07:55:00,2019-04-21 08:02:00,1,3.54,231,249,1,Y,1,14.85,1.0,8.5,0.0,24.35
2005773,4,2019-04-06 14:34:00,2019-04-06 15:10:00,1,1.71,142,246,1,Y,1,24.77,1.0,11.75,6.19,43.71
2006599,2,2019-04-19 14:32:00,2019-04-19 14:42:00,2,4.38,264,163,2,Y,1,52.0,0.5,0,7.8,60.3
2007183,2,2019-04-28 09:51:00,2019-04-28 10:01:00,3,1.0,142,249,5,Y,1,10.0,1.0,0,1.8,12.8
2006353,1,2019-04-15 12:31:00,2019-04-15 13:08:00,1,3.34,68,13,4,Y,1,29.35,0.3,0,6.46,36.11
2006691,2,2026-12-31 06:11:00,2026-12-31 06:34:00,2,7.02,127,231,1,Y,1,31.55,2.5,0,6.31,40.36
2005692,1,2019-04-05 08:36:00,2019-04-05 09:16:00,1,1.98,264,152,1,Y,1,27.45,2.5,11.75,6.04,47.74
2007190,1,2019-04-28 17:53:00,2019-04-28 18:18:00,1,10.87,114,42,1,Y,2,42.17,0.3,0,0.0,53.01
2007305,1,2026-12-31 09:30:00,2026-12-31 09:55:00,2,9.99,170,244,3,Y,2,59.97,0.5,0,0.0,72.46
2006334,3,2019-04-15 09:49:00,2019-04-15 09:59:00,5,1.59,42,24,6,Y,1,11.47,0.5,0,2.87,14.84
2007160,2,2019-04-28 12:03:00,2019-04-28 12:42:00,1,4.99,261,90,1,N,2,-34.48,2.5,0,0.0,36.98
2006058,4,2019-04-11 08:05:00,2019-04-11 08:17:00,2,11.52,4,264,1,N,1,37.3,0.5,0,7.46,45.26
2005974,1,2019-04-09 15:11:00,2019-04-09 15:41:00,1,4.57,164,231,3,N,1,43.39,1.0,0,8.68,53.07
2005896,1,2019-04-08 23:34:00,2019-04-09 00:01:00,2,4.73,163,236,1,Y,1,27.83,1.0,0,5.57,34.4
2006907,2,2019-04-24 14:04:00,2019-04-24 14:16:00,1,10.6,152,152,1,Y,4,35.0,0.3,0,8.75,44.05
2005808,2,2019-04-07 10:30:00,2019-04-07 11:11:00,1,5.5,43,230,1,Y,2,36.75,1.0,0,0.0,43.26
2006721,1,2019-04-21 17:11:00,2019-04-21 17:41:00,1,522.88,264,164,1,Y,1,32.85,1.0,0,5.91,39.76
2006745,4,2019-04-21 16:44:00,2019-04-21 17:16:00,1,6.14,152,42,1,N,1,33.85,0.5,0,8.46,42.81
2006247,2,2019-04-14 20:36:00,2019-04-14 21:04:00,5,0.55,13,229,1,Y,1,17.88,1.0,0,3.22,22.1
2005503,2,2019-04-02 16:58:00,2019-04-02 17:01:00,1,5.18,163,246,1,N,1,16.95,1.0,8.5,2.54,28.99
2006338,1,2019-04-15 21:27:00,2019-04-15 21:52:00,1,1.52,128,48,1,Y,1,18.8,1.0,15.0,4.7,39.5
2007154,3,2019-04-27 09:30:00,2019-04-27 10:11:00,1,7.69,87,148,1,Y,1,42.23,0.5,8.5,0.0,51.23
2006939,2,2019-04-24 15:57:00,2019-04-24 16:33:00,2,9.22,158,100,1,Y,2,43.55,1.0,6.12,0.0,60.25
2007018,3,2019-04-25 17:09:00,2019-04-25 17:29:00,1,3.85,209,148,1,Y,1,22.12,0.5,0,4.87,27.49
2007265,1,2019-04-29 10:28:00,2019-04-29 10:39:00,4,9.84,234,125,1,Y,1,32.6,0.5,8.5,5.87,47.47
2006911,2,2019-04-24 15:03:00,2019-04-24 15:15:00,1,7.11,264,164,1,Y,1,26.28,0.3,0,0.0,26.58
2006672,1,2019-04-20 19:09:00,2019-04-20 19:16:00,3,2.66,148,74,1,Y,3,12.65,0.5,0,0.0,13.15
2005965,1,2019-04-09 04:20:00,2019-04-09 04:42:00,1,520.55,261,263,1,Y,1,33.73,2.5,5.76,5.06,47.05
2006832,3,2019-04-23 12:21:00,2019-04-23 12:40:00,1,4.32,224,163,1,Y,1,22.8,2.5,0,0.0,25.3
2007099,1,2019-04-27 13:59:00,2019-04-27 14:27:00,1,14.17,90,224,1,N,1,51.92,2.5,5.76,9.35,69.53
2007129,3,2019-04-27 19:30:00,2019-04-27 20:10:00,1,7.86,264,163,6,Y,2,42.15,0.5,0,0.0,42.65
2005611,4,2019-04-04 08:01:00,2019-04-04 08:23:00,4,2.81,186,45,1,Y,1,20.52,0.5,0,5.13,26.15
2006206,2,2019-04-13 18:35:00,2019-04-13 19:06:00,1,11.41,107,230,1,Y,1,46.52,0.5,0,6.98,54.0
2007087,1,2019-04-26 18:06:00,2019-04-26 18:26:00,5,2.18,75,246,1,Y,1,17.95,0.5,6.12,4.49,29.06
2005494,3,2019-04-02 22:17:00,2019-04-02 22:36:00,2,3.5,68,87,1,Y,1,0.0,1.0,0,3.73,0.0
2005471,4,2019-04-02 23:59:00,2019-04-03 00:17:00,1,4.44,141,236,1,N,1,22.6,1.0,0,0.0,23.6
2005438,4,2019-04-01 21:43:00,2019-04-01 22:15:00,2,7.35,261,234,1,Y,2,36.88,2.5,0,0.0,44.91
2005895,3,2019-04-08 08:56:00,2019-04-08 09:11:00,2,2.31,74,158,1,N,1,15.78,0.5,0,3.94,20.22
2006271,2,2019-04-14 08:25:00,2019-04-14 08:32:00,4,12.44,246,48,1,Y,1,37.1,0.3,0,8.16,45.56
2006265,1,2019-04-14 08:22:00,2019-04-14 09:03:00,2,7.15,50,45,1,Y,1,40.88,1.0,0,8.18,50.06
2006869,2,2019-04-23 14:25:00,2019-04-23 14:47:00,2,11.36,162,158,1,Y,2,41.9,2.5,0,0.0,53.62
2007333,1,2019-04-30 15:34:00,2019-04-30 15:44:00,2,3.17,163,125,1,N,2,15.43,2.5,11.75,0.0,33.54
2006346,1,2019-04-15 09:17:00,2019-04-15 09:25:00,1,1.06,234,12,1,N,1,9.15,1.0,5.76,2.29,18.2
2005618,2,2019-04-04 03:54:00,2019-04-04 04:39:00,1,3.92,87,13,1,N,2,34.8,0.3,0,0.0,35.1
2005865,1,2019-04-08 17:43:00,2019-04-08 18:08:00,1,6.41,246,141,2,Y,3,52.0,1.0,15.0,10.4,78.4
2006634,1,2019-04-19 07:41:00,2019-04-19 08:23:00,1,12.55,163,79,1,Y,2,54.88,1.0,0,0.0,69.6
2005814,4,2019-04-07 18:32:00,2019-04-07 19:13:00,1,9.16,244,231,1,Y,1,45.9,1.0,11.75,11.47,70.12
2005937,1,2019-04-09 07:53:00,2019-04-09 08:19:00,1,942.07,231,88,1,N,1,47.0,0.5,8.5,0.0,56.0
2005774,4,2019-04-06 20:54:00,2019-04-06 21:04:00,3,6.02,263,234,1,Y,1,22.55,0.5,0,4.96,28.01
2006138,1,2019-04-12 14:13:00,2019-04-12 14:22:00,3,8.43,127,42,1,N,1,28.07,1.0,0,7.02,36.09
2006706,2,2019-04-21 08:46:00,2019-04-21 08:52:00,1,8.59,88,24,1,Y,1,26.98,0.3,0,0.0,27.28
2005578,3,2019-04-03 18:39:00,2019-04-03 18:43:00,3,5.59,114,263,1,N,1,18.48,1.0,0,4.07,23.55
2005668,3,2019-04-05 07:38:00,2019-04-05 08:17:00,1,14.13,48,239,1,Y,1,57.33,2.5,0,0.0,59.83
2005424,3,2019-04-01 14:50:00,2019-04-01 15:08:00,2,11.62,244,236,1,Y,2,40.55,0.5,0,0.0,49.16
2006963,2,2019-04-25 20:25:00,2019-04-25 20:43:00,1,723.14,24,75,1,N,1,46.85,0.5,15.0,0.0,62.35
2006551,1,2019-04-18 08:03:00,2019-04-18 08:23:00,3,13.74,244,4,1,Y,2,46.85,0.3,0,0.0,57.46
2005630,3,2019-04-04 22:15:00,2019-04-04 22:19:00,2,7.55,170,141,1,Y,2,23.38,2.5,0,0.0,25.88
2007179,1,2019-04-28 13:29:00,2019-04-28 13:50:00,4,11.62,151,152,1,N,1,42.05,0.3,0,9.25,51.6
2006402,1,2019-04-16 10:37:00,2019-04-16 11:01:00,2,7.06,114,41,1,Y,1,32.15,0.3,0,5.79,38.24
2006352,1,2019-04-15 15:53:00,2019-04-15 16:29:00,3,5.86,148,166,1,Y,2,35.15,1.0,0,0.0,42.48
2005653,4,2019-04-04 19:06:00,2019-04-04 19:28:00,5,9.39,144,107,1,Y,1,-36.98,2.5,5.76,8.14,53.38
2005714,2,2019-04-05 19:49:00,2019-04-05 20:01:00,0,10.09,140,74,1,Y,1,33.73,0.3,0,6.75,40.78
2005561,2,2019-04-03 15:49:00,2019-04-03 15:55:00,1,10.02,90,144,1,Y,1,30.55,1.0,0,6.72,38.27
2006779,4,2019-04-22 14:43:00,2019-04-22 14:54:00,1,13.64,246,163,1,N,2,42.1,0.3,6.12,0.0,56.94
2007289,2,2019-04-30 12:50:00,2019-04-30 13:34:00,1,11.24,68,230,3,Y,2,78.9,1.0,0,0.0,79.9
2005919,1,2019-04-08 18:10:00,2019-04-08 18:39:00,1,662.31,164,79,1,N,1,41.95,2.5,0,8.39,52.84
2005711,2,2019-04-05 10:19:00,2019-04-05 10:52:00,1,4.98,107,231,1,Y,2,31.45,1.0,8.5,0.0,45.67
2007173,2,2019-04-28 17:39:00,2019-04-28 17:58:00,1,13.34,87,88,1,Y,1,45.35,1.0,0,0.0,46.35
2006240,2,2019-04-13 11:05:00,2019-04-13 11:40:00,1,3.84,68,164,1,N,1,29.6,0.5,6.12,0.0,36.22
2006053,3,2019-04-11 15:34:00,2019-04-11 16:01:00,1,14.26,138,45,1,N,1,51.65,0.5,0,7.75,59.9
2006278,1,2019-04-14 19:13:00,2019-04-14 19:53:00,0,8.82,88,164,1,Y,1,44.55,0.5,0,0.0,45.05
2007166,2,2019-04-28 06:19:00,2019-04-28 06:55:00,1,14.44,45,125,1,Y,1,56.6,0.3,8.5,12.45,77.85
2006229,2,2019-04-13 05:19:00,2019-04-13 05:36:00,1,7.68,45,74,1,Y,1,30.2,0.5,0,4.53,35.23
2005678,1,2019-04-05 19:22:00,2019-04-05 20:06:00,2,8.88,12,261,1,Y,1,46.7,0.3,6.12,10.27,63.39
2006048,2,2019-04-10 10:27:00,2019-04-10 11:02:00,3,12.76,186,209,3,Y,1,77.85,0.3,8.5,11.68,98.33
2006641,1,2019-04-20 17:20:00,2019-04-20 17:49:00,2,3.49,79,152,1,Y,1,25.73,2.5,15.0,5.66,48.89
2006120,1,2019-04-12 19:46:00,2019-04-12 20:15:00,1,6.76,234,4,1,Y,1,33.9,0.3,0,6.78,40.98
2005648,1,2019-04-04 08:33:00,2019-04-04 08:51:00,1,10.12,107,79,1,Y,3,36.8,1.0,0,5.52,43.32
2006880,3,2019-04-23 17:41:00,2019-04-23 18:12:00,1,5.06,107,142,1,Y,1,30.65,0.5,8.5,6.13,45.78
2005710,2,2019-04-05 00:37:00,2019-04-05 00:48:00,1,13.38,24,87,1,Y,1,41.45,0.3,0,7.46,49.21
2005567,2,2019-04-03 06:16:00,2019-04-03 06:58:00,1,9.34,243,12,1,Y,1,46.85,1.0,0,9.37,57.22
2006582,2,2019-04-19 17:21:00,2019-04-19 17:57:00,1,4.62,87,239,1,Y,1,32.05,0.5,0,6.41,38.96
2005941,4,2019-04-09 08:41:00,2019-04-09 08:57:00,2,12.38,127,88,3,Y,1,62.18,0.5,15.0,11.19,88.87
2006291,2,2019-04-14 07:04:00,2019-04-14 07:34:00,1,3.03,244,151,1,Y,3,25.07,0.3,5.76,5.52,36.65
2005707,1,2019-04-05 18:05:00,2019-04-05 18:38:00,1,10.63,13,125,1,N,1,45.58,0.3,0,0.0,45.88
2006643,2,2026-12-31 17:10:00,2026-12-31 17:30:00,1,5.07,246,125,1,N,1,25.18,2.5,0,0.0,27.68
2007082,2,2019-04-26 21:31:00,2019-04-26 21:37:00,3,2.48,48,90,1,Y,1,11.7,2.5,15.0,2.92,32.12
2006893,2,2026-12-31 08:54:00,2026-12-31 09:03:00,1,2.74,74,231,1,Y,1,13.85,0.5,0,3.05,17.4
2006638,4,2019-04-20 22:10:00,2019-04-20 22:30:00,1,14.02,125,140,5,Y,1,47.55,0.5,0,8.56,56.61
2006464,4,2019-04-17 14:56:00,2019-04-17 15:34:00,1,10.39,43,224,1,N,2,47.48,2.5,0,0.0,49.98
2006532,4,2019-04-18 23:39:00,2019-04-18 23:52:00,2,7.11,50,243,1,Y,2,26.78,2.5,15.0,0.0,44.28
2006343,2,2019-04-15 19:34:00,2019-04-15 19:58:00,3,4.71,261,244,1,Y,1,0.0,0.3,0,5.78,0.0
2006018,1,2019-04-10 20:24:00,2019-04-10 20:33:00,1,12.7,158,143,1,Y,1,38.75,2.5,0,7.75,49.0
2007271,1,2019-04-29 07:02:00,2019-04-29 07:43:00,1,4.16,68,163,2,Y,1,52.0,0.3,11.75,13.0,77.05
2006866,2,2019-04-23 16:40:00,2019-04-23 17:03:00,1,10.83,209,4,1,Y,1,41.08,2.5,0,8.22,51.8
2006619,2,2019-04-19 15:47:00,2019-04-19 16:16:00,1,2.47,13,209,5,N,2,23.18,1.0,0,0.0,28.35
2006943,2,2019-04-24 14:48:00,2019-04-24 15:32:00,1,12.33,107,68,1,Y,1,55.33,0.5,5.76,11.07,72.66
2007242,1,2019-04-29 17:59:00,2019-04-29 18:03:00,1,1.98,43,230,1,Y,2,9.45,0.5,0,0.0,11.65
2007071,2,2019-04-26 16:34:00,2019-04-26 17:13:00,1,4.6,236,50,1,Y,1,33.5,0.3,0,5.02,38.82
2006476,2,2019-04-17 10:34:00,2019-04-17 10:42:00,1,8.39,231,43,5,Y,1,27.48,0.5,0,4.12,32.1
2006284,3,2019-04-14 20:12:00,2019-04-14 20:43:00,1,9.52,236,231,1,Y,1,41.8,0.3,5.76,7.52,55.38
2006836,3,2019-04-23 09:26:00,2019-04-23 09:55:00,1,2.25,107,138,1,Y,2,22.62,0.5,8.5,0.0,35.69
2005834,2,2019-04-07 09:50:00,2019-04-07 10:28:00,1,12.35,249,162,1,Y,1,52.38,0.3,11.75,13.1,77.53
2006833,2,2019-04-23 00:22:00,2019-04-23 00:35:00,2,8.1,264,113,1,Y,4,0.0,1.0,6.12,0.0,0.0
2007285,1,2019-04-29 10:39:00,2019-04-29 11:17:00,1,14.37,45,88,1,Y,1,0.0,2.5,0,10.34,0.0
2006839,2,2019-04-23 18:10:00,2019-04-23 18:18:00,2,10.62,186,152,2,Y,1,52.0,0.5,6.12,13.0,71.62
2006373,2,2019-04-15 13:40:00,2019-04-15 13:44:00,1,6.29,90,7,1,Y,1,20.23,2.5,5.76,3.64,32.13
2007153,4,2019-04-27 16:18:00,2019-04-27 16:44:00,1,0.92,158,88,1,Y,1,17.8,0.3,5.76,3.2,27.06
2005563,4,2019-04-03 18:20:00,2019-04-03 18:25:00,1,12.38,161,132,1,N,1,35.95,1.0,0,5.39,42.34
2007250,1,2019-04-29 08:18:00,2019-04-29 08:57:00,1,1.31,141,166,1,N,2,25.27,0.5,0,0.0,32.09
2006749,2,2019-04-21 14:11:00,2019-04-21 14:26:00,1,14.9,244,90,1,Y,1,47.25,0.3,0,11.81,59.36
2005746,3,2019-04-06 10:56:00,2019-04-06 11:05:00,1,4.06,42,125,1,Y,1,17.15,0.5,0,4.29,21.94
2007038,4,2026-12-31 21:08:00,2026-12-31 21:43:00,1,12.49,125,138,1,Y,3,51.23,2.5,0,11.27,65.0
2007021,2,2019-04-25 18:58:00,2019-04-25 19:40:00,2,3.95,48,246,1,N,2,33.38,0.3,0,0.0,38.69
2007275,3,2019-04-29 13:49:00,2019-04-29 14:07:00,1,10.46,113,234,1,Y,1,37.65,2.5,15.0,7.53,62.68
2006542,4,2019-04-18 14:01:00,2019-04-18 14:46:00,1,14.52,151,164,1,Y,2,61.3,2.5,0,0.0,76.06
2006253,1,2019-04-14 21:03:00,2019-04-14 21:31:00,1,3.28,164,244,1,Y,2,24.7,0.3,0,0.0,29.94
2007037,1,2019-04-26 10:31:00,2019-04-26 10:56:00,1,10.19,74,229,1,Y,2,40.47,1.0,0,0.0,47.54
2005868,1,2019-04-08 07:13:00,2019-04-08 07:22:00,1,13.84,79,48,1,Y,2,41.6,0.3,11.75,0.0,62.8
2006567,2,2019-04-18 19:39:00,2019-04-18 19:53:00,2,11.87,13,4,3,Y,1,58.76,0.5,0,12.93,72.19
2006699,1,2019-04-20 17:32:00,2019-04-20 18:04:00,1,11.96,142,264,1,Y,1,48.4,1.0,0,9.68,59.08
2006873,2,2019-04-23 09:33:00,2019-04-23 10:06:00,1,6.18,234,87,1,Y,1,34.45,1.0,15.0,0.0,50.45
2005915,1,2019-04-08 13:00:00,2019-04-08 13:40:00,1,11.05,43,264,1,Y,2,50.12,1.0,0,0.0,62.15
