TRIP_ID,VENDOR_ID,PICKUP_DATETIME,DROPOFF_DATETIME,PASSENGER_COUNT,TRIP_DISTANCE,PU_LOCATION_ID,DO_LOCATION_ID,RATE_CODE_ID,STORE_AND_FWD_FLAG,PAYMENT_TYPE,FARE_AMOUNT,SURCHARGE,TOLLS_AMOUNT,TIP_AMOUNT,TOTAL_AMOUNT
2001979,1,2019-02-02 19:51:00,2019-02-02 20:25:00,3,2.0,148,141,1,Y,1,24.5,0.3,5.76,0.0,30.56
2001980,2,2019-02-02 16:05:00,2019-02-02 16:23:00,1,2.43,13,151,1,N,1,17.57,2.5,0,2.64,22.71
2001981,1,2019-02-03 11:38:00,2019-02-03 12:19:00,1,10.43,158,36,1,Y,1,49.08,0.3,0,0.0,49.38
2001982,1,2019-02-03 08:31:00,2019-02-03 08:40:00,1,6.36,24,244,1,N,1,22.9,1.0,6.12,4.12,34.14
2001983,4,2019-02-03 15:59:00,2019-02-03 16:08:00,1,1.48,125,237,1,Y,2,10.7,1.0,0,0.0,11.7
2001984,3,2019-02-03 10:14:00,2019-02-03 10:21:00,2,0.77,4,142,5,Y,1,7.92,0.3,0,1.19,9.41
2001985,1,2019-02-03 10:45:00,2019-02-03 11:10:00,2,8.97,263,236,1,Y,1,37.42,2.5,0,0.0,39.92
2001986,1,2019-02-03 13:31:00,2019-02-03 13:37:00,6,12.02,224,143,1,Y,1,35.55,1.0,5.76,5.33,47.64
2001987,2,2019-02-03 13:29:00,2019-02-03 13:40:00,3,13.27,87,264,1,Y,1,41.17,0.3,8.5,0.0,49.97
2001988,1,2019-02-03 19:18:00,2019-02-03 19:44:00,2,1.45,114,24,5,N,2,19.12,2.5,0,0.0,25.06
2001989,2,2019-02-03 14:02:00,2019-02-03 14:20:00,1,3.74,148,166,1,Y,1,20.85,1.0,15.0,0.0,36.85
2001990,3,2019-02-03 13:34:00,2019-02-03 14:19:00,1,3.31,140,50,1,Y,2,33.27,0.5,11.75,0.0,53.84
2001991,1,2019-02-03 02:26:00,2019-02-03 02:36:00,3,5.71,151,42,1,N,3,21.77,0.3,0,3.27,25.34
2001992,3,2019-02-03 09:52:00,2019-02-03 10:33:00,1,9.37,43,144,1,Y,1,46.42,1.0,11.75,6.96,66.13
2001993,1,2019-02-03 08:03:00,2019-02-03 08:39:00,1,13.69,107,234,1,Y,2,54.73,0.5,15.0,0.0,78.44
2001994,2,2019-02-03 09:30:00,2019-02-03 09:38:00,1,3.18,4,113,1,Y,1,14.45,1.0,0,2.17,17.62
2001995,2,2019-02-03 19:39:00,2019-02-03 19:54:00,1,4.0,143,148,1,N,1,20.0,0.3,15.0,5.0,40.3
2001996,2,2019-02-03 12:23:00,2019-02-03 12:58:00,5,13.53,141,166,1,Y,2,53.82,0.5,0,0.0,67.78
2001997,1,2019-02-03 20:57:00,2019-02-03 21:07:00,1,12.21,229,243,1,Y,2,38.03,0.3,0,0.0,47.84
2001998,2,2019-02-03 22:11:00,2019-02-03 22:25:00,2,9.64,152,166,1,N,1,33.6,2.5,8.5,5.04,49.64
2001999,1,2019-02-03 16:21:00,2019-02-03 16:36:00,1,3.91,239,231,1,Y,2,19.77,2.5,0,0.0,26.62
2002000,2,2019-02-03 22:47:00,2019-02-03 23:20:00,1,2.04,90,100,1,Y,1,24.1,0.5,6.12,5.3,36.02
2002001,2,2019-02-03 11:14:00,2019-02-03 11:46:00,1,4.43,186,42,1,N,2,29.57,0.5,6.12,0.0,41.51
2002002,1,2019-02-03 14:40:00,2019-02-03 15:15:00,2,13.16,209,90,1,Y,2,52.9,1.0,0,0.0,64.48
2002003,2,2019-02-03 20:24:00,2019-02-03 20:59:00,5,2.98,163,114,1,Y,1,27.45,2.5,6.12,4.94,41.01
2002004,2,2019-02-03 21:10:00,2019-02-03 21:55:00,1,5.46,140,246,1,Y,1,38.65,0.3,0,6.96,45.91
2002005,2,2019-02-03 20:59:00,2019-02-03 21:34:00,1,9.82,144,161,1,Y,1,44.55,0.5,0,0.0,45.05
2002006,1,2019-02-03 14:44:00,2019-02-03 15:14:00,1,3.87,74,170,1,Y,2,27.18,0.3,6.12,0.0,39.58
2002007,1,2019-02-03 09:10:00,2019-02-03 09:29:00,1,9.49,237,151,1,Y,3,35.73,1.0,0,7.15,43.88
2002008,1,2019-02-03 20:11:00,2019-02-03 20:19:00,1,1.2,224,229,1,Y,2,9.5,0.5,11.75,0.0,23.18
2002009,3,2019-02-03 21:24:00,2019-02-03 21:36:00,1,5.88,164,170,1,Y,2,23.2,0.3,0,0.0,28.14
2002010,3,2019-02-03 18:15:00,2019-02-03 18:57:00,1,5.48,249,41,1,N,1,37.2,1.0,0,6.7,44.9
2002011,2,2019-02-03 17:08:00,2019-02-03 17:52:00,1,12.83,237,249,1,Y,1,56.58,1.0,0,0.0,57.58
2002012,4,2019-02-03 06:22:00,2019-02-03 06:48:00,2,9.2,229,263,1,Y,1,38.5,1.0,15.0,0.0,54.5
2002013,2,2019-02-03 18:44:00,2019-02-03 19:10:00,4,11.06,100,50,3,N,2,64.72,2.5,0,0.0,81.46
2002014,2,2019-02-03 21:53:00,2019-02-03 22:35:00,1,7.3,107,144,1,N,1,41.75,0.5,11.75,0.0,54.0
2002015,1,2019-02-03 07:29:00,2019-02-03 08:04:00,2,1.1,41,42,1,N,2,22.75,0.5,6.12,0.0,33.46
2002016,1,2019-02-03 21:03:00,2019-02-03 21:27:00,2,7.15,237,237,1,Y,1,32.38,2.5,0,4.86,39.74
2002017,4,2019-02-03 17:59:00,2019-02-03 18:13:00,1,12.99,236,166,1,Y,1,41.98,2.5,0,7.56,52.04
2002018,1,2019-02-03 07:09:00,2019-02-03 07:15:00,1,9.83,4,128,2,Y,2,52.0,0.3,11.75,0.0,73.41
2002019,2,2019-02-03 17:26:00,2019-02-03 17:42:00,1,7.54,143,41,1,Y,2,29.35,2.5,8.5,0.0,47.69
2002020,2,2019-02-03 09:17:00,2019-02-03 09:43:00,2,6.75,264,7,1,Y,1,32.38,0.3,5.76,4.86,43.3
2002021,1,2019-02-03 11:15:00,2019-02-03 11:19:00,1,14.65,87,1,1,Y,1,41.12,0.3,0,7.4,48.82
2002022,4,2019-02-03 11:13:00,2019-02-03 11:30:00,5,14.41,7,151,1,Y,2,47.02,0.5,15.0,0.0,72.86
2002023,3,2019-02-03 10:36:00,2019-02-03 11:17:00,2,13.71,164,158,1,Y,1,57.28,1.0,0,0.0,58.28
2002024,2,2019-02-03 04:19:00,2019-02-03 04:38:00,6,2.96,164,144,1,Y,1,19.4,1.0,5.76,3.49,29.65
2002025,2,2019-02-03 16:33:00,2019-02-03 17:13:00,4,1.87,229,24,1,N,2,27.18,0.3,15.0,0.0,49.27
2002026,3,2019-02-03 08:46:00,2019-02-03 09:06:00,1,12.58,127,264,1,Y,3,43.95,2.5,0,10.99,57.44
2002027,1,2019-02-03 20:24:00,2019-02-03 20:55:00,1,2.03,164,244,1,Y,1,23.07,1.0,5.76,4.15,33.98
2002028,1,2019-02-03 21:04:00,2019-02-03 21:21:00,2,8.63,43,161,1,Y,1,32.58,0.5,0,4.89,37.97
2002029,2,2019-02-03 04:58:00,2019-02-03 05:16:00,1,4.31,41,162,1,Y,1,22.27,1.0,11.75,0.0,35.02
2002030,2,2019-02-03 21:35:00,2019-02-03 22:18:00,1,13.2,90,13,1,Y,1,57.0,1.0,5.76,11.4,75.16
2002031,2,2019-02-03 10:20:00,2019-02-03 10:41:00,1,11.47,114,74,1,N,2,41.67,0.3,0,0.0,41.97
2002032,4,2019-02-03 17:06:00,2019-02-03 17:20:00,1,13.13,144,45,1,Y,2,42.33,2.5,15.0,0.0,68.3
2002033,1,2019-02-03 22:10:00,2019-02-03 22:33:00,1,14.15,263,87,1,Y,1,49.38,2.5,0,12.35,64.23
2002034,1,2019-02-03 15:27:00,2019-02-03 16:02:00,1,5.03,239,45,1,Y,1,32.58,0.5,8.5,7.17,48.75
2002035,2,2019-02-03 19:24:00,2019-02-03 19:54:00,1,14.8,68,13,1,Y,1,54.5,2.5,15.0,8.17,80.17
2002036,4,2019-02-03 12:40:00,2019-02-03 12:53:00,1,4.83,231,127,1,Y,1,21.07,0.5,0,0.0,21.57
2002037,4,2019-02-03 16:30:00,2019-02-03 16:45:00,1,6.26,87,186,1,Y,1,25.65,0.3,0,5.64,31.59
2002038,3,2019-02-03 10:55:00,2019-02-03 11:36:00,1,6.12,239,141,1,Y,2,38.3,2.5,8.5,0.0,55.04
2002039,4,2019-02-03 08:32:00,2019-02-03 08:50:00,1,12.88,163,264,1,Y,2,43.7,1.0,15.0,0.0,59.7
2002040,2,2019-02-03 22:34:00,2019-02-03 23:11:00,1,10.99,45,244,1,N,2,48.48,1.0,0,0.0,49.48
2002041,2,2019-02-04 16:21:00,2019-02-04 17:03:00,2,12.62,163,261,1,Y,1,55.05,0.5,6.12,11.01,72.68
2002042,1,2019-02-04 08:11:00,2019-02-04 08:28:00,1,7.51,140,42,1,N,2,29.77,1.0,6.12,0.0,44.33
2002043,1,2019-02-04 18:11:00,2019-02-04 18:51:00,3,11.15,24,152,1,Y,2,50.38,2.5,0,0.0,63.96
2002044,4,2019-02-04 12:18:00,2019-02-04 12:43:00,3,12.32,128,43,5,Y,1,45.8,1.0,8.5,9.16,64.46
2002045,3,2019-02-04 16:59:00,2019-02-04 17:29:00,1,7.0,143,68,1,Y,1,35.0,0.5,0,5.25,40.75
2002046,1,2019-02-04 12:37:00,2019-02-04 12:47:00,1,10.46,125,43,1,Y,1,33.65,0.5,11.75,8.41,54.31
2002047,4,2019-02-04 00:44:00,2019-02-04 01:14:00,1,14.42,90,143,1,Y,1,53.55,0.5,0,13.39,67.44
2002048,4,2019-02-04 17:30:00,2019-02-04 18:01:00,1,6.66,42,236,1,Y,2,34.65,1.0,5.76,0.0,48.34
2002049,2,2019-02-04 15:43:00,2019-02-04 15:46:00,3,12.15,237,230,6,Y,1,34.38,2.5,15.0,6.88,58.76
2002050,1,2019-02-04 13:48:00,2019-02-04 14:32:00,3,12.31,261,42,1,N,1,55.28,1.0,0,9.95,66.23
2002051,2,2019-02-04 17:13:00,2019-02-04 17:31:00,1,12.62,127,158,1,N,2,43.05,2.5,5.76,0.0,51.31
2002052,2,2019-02-04 08:07:00,2019-02-04 08:50:00,1,11.25,231,230,1,Y,1,52.12,0.5,11.75,0.0,64.37
2002053,2,2019-02-04 14:25:00,2019-02-04 14:37:00,4,11.62,229,87,1,N,2,37.55,0.5,0,0.0,38.05
2002054,3,2019-02-04 08:06:00,2019-02-04 08:28:00,1,13.04,140,151,1,Y,1,46.1,0.5,0,0.0,46.6
2002055,1,2019-02-04 14:16:00,2019-02-04 15:00:00,1,1.47,114,164,1,Y,1,28.18,2.5,0,0.0,30.68
2002056,4,2019-02-04 17:19:00,2019-02-04 18:00:00,1,14.32,100,234,1,N,1,58.8,0.5,8.5,0.0,67.8
2002057,2,2019-02-04 20:18:00,2019-02-04 20:46:00,1,4.24,237,87,1,N,1,27.1,0.3,0,4.88,32.28
2002058,2,2019-02-04 17:34:00,2019-02-04 17:59:00,6,9.6,229,74,1,N,1,39.0,0.3,0,7.8,47.1
2002059,1,2019-02-04 14:57:00,2019-02-04 15:09:00,1,0.8,141,90,1,Y,1,10.5,0.5,0,2.62,13.62
2002060,1,2019-02-04 14:09:00,2019-02-04 14:17:00,4,12.89,144,88,1,Y,1,38.73,0.5,0,7.75,46.98
2002061,4,2019-02-04 23:00:00,2019-02-04 23:31:00,4,1.12,88,74,1,Y,2,20.8,0.5,0,0.0,26.5
